sample_id,iteration,seed,my_measure
11,0,96801422140330850325009816377597875098,1
11,1,300954753756440473656981727216769002385,1
11,2,15352803646885260094038455259253337809,1
11,3,27836716706632809568773616864463748931,1
11,4,130514274514088385941494166739431549466,1
11,5,1895684570507094243665739902323606589,1
11,6,148060324933523097854041066254879550374,1
11,7,136660946777591865406112527461177636144,1
11,8,295495824284988996369562340113498465699,1
11,9,138107742102072984875759594362026739531,1
12,0,36839432168686755767133525566965435563,1
12,1,63911644762438627012261983811901798747,1
12,2,109097733603996539098790430308596388773,1
12,3,137273495041341309166861247615239179169,1
12,4,153034897302535065608854058340993302092,1
12,5,300299812289013477958853496995239124420,1
12,6,10026918249588556027707173428420703210,1
12,7,299906409352473598331961967243630599764,1
12,8,205398773122267011769935304734833036896,1
12,9,156048949745758162531270405406626273486,1
13,0,31107879273096552461825825605475128129,1
13,1,324106464376914611477547817476636295148,1
13,2,136875035027999558137927239281517248770,1
13,3,326680452380817901186687143672968385661,1
13,4,78491698694614086498375515295919060993,1
13,5,309314550160655626876194007923246295501,1
13,6,261585122208131941372231889291176395290,1
13,7,202980007920105776040125251451821420890,1
13,8,49283433216742375164928339145449617299,1
13,9,89753021888125337068893838924711485356,1
14,0,86135409809255790588358012182919237384,1
14,1,201208609995566008475519875287156226393,1
14,2,85833395988169739476297164870712803824,1
14,3,151724146445253660442997682860785309393,1
14,4,188871382219707020137128805122883544923,1
14,5,183854180200944109423600872273810758384,1
14,6,251136794692332297974256559085859201684,1
14,7,241966496990132716711276199131812566605,1
14,8,335703906883815743580423012874678279124,1
14,9,35539554810122877790293933534445550859,1
15,0,96415904684401049598201327284124463521,1
15,1,43472772139922450763602619939282809049,1
15,2,53850855752891304130259144503003116800,1
15,3,171172621965779503253074904861254521789,1
15,4,173801370850940280244171904383600582263,1
15,5,130029716739366689486048199470464527126,1
15,6,252082069546721656940807059805537939994,1
15,7,271321035312192103723382422626832770986,1
15,8,168164263394638895595379334666124763980,1
15,9,261896624538158566708038339654999362522,1
16,0,12684032723766001665812998773034414103,1
16,1,135690027602673440440930136905037056724,1
16,2,23227400785692774193579293594866355995,1
16,3,131264094707963433974584193714528903054,1
16,4,277287156227723428274548338499118821938,1
16,5,29429880476879166255507225291094535309,1
16,6,177226678499468548402480992166826596135,1
16,7,258994468880829121267175731734644841195,1
16,8,265869437305027940410631146509590629118,1
16,9,68117552117360478738461887858271229809,1
17,0,36753165098552572714953107337822674946,1
17,1,27115453590755375348824008815749919808,1
17,2,96948651114411113334139758604901114034,1
17,3,27409797792074710806376116140708277494,1
17,4,269380661005693740736305946237829764883,1
17,5,155676804602347820173217136493336510530,1
17,6,75316710894206719966549474813654997493,1
17,7,334249774340241702607956733432891214364,1
17,8,158516318852429895693992102171921620649,1
17,9,117092164878934117599237631152142579347,1
18,0,52864595517986874497919210562849194435,1
18,1,185683686569351634122898843476970770021,1
18,2,288405126744494836371601620777983864539,1
18,3,59683103524366508408107459226925587927,1
18,4,59230661239044056816410433064255346021,1
18,5,48925582445693849291831903374954916533,1
18,6,198556722961658176631586677718348153077,1
18,7,217143273276903091419368523817213015498,1
18,8,159178970715776953035561629346231056217,1
18,9,157543582689643636079896788870575988437,1
19,0,217790793697227032289921819131210684663,1
19,1,67192571233971177943334969302248610861,1
19,2,214768103769168006536335821128448019333,1
19,3,33998254402886199893781438117274837275,1
19,4,61991312591959768765173729095604742223,1
19,5,236068525183500134125723576064866974829,1
19,6,224041805398156684601880895448447130861,1
19,7,214842191010932791979195423657959056372,1
19,8,268086815106278728452582774140948146354,1
19,9,309528018805982338209721949804557655065,1
20,0,15883863571772240122970699282141514674,1
20,1,112318050891314630193633287385608844585,1
20,2,81298094101079720317674025869041146549,1
20,3,284912538708252002804637676982990333369,1
20,4,200767335840991530717941780056517146178,1
20,5,118734907833965227673552455215107190959,1
20,6,172764109672131234348254912719405948800,1
20,7,99965208351399120423043860034169046877,1
20,8,8927055230365161840977884582347870906,1
20,9,261943676201795224507501503933840809725,1
21,0,261728417529251521608668928363366543762,1
21,1,338808641361222837057450218214528085490,1
21,2,148255202373966260027726421266173168682,1
21,3,5854188460931418569135492880281104582,1
21,4,123105480198940647124365767084492638451,1
21,5,330268736950115628801185872929739158448,1
21,6,96163674773559324098487677998742567114,1
21,7,3656552060649027909912837770972284130,1
21,8,112353117618571211355674284708189677496,1
21,9,66192057072596379843287780823424994115,1
22,0,181220894472200442999996070882054383300,1
22,1,165825216546417647443323974037794487435,1
22,2,266667219408586383614218419260603109004,1
22,3,239008616651807995871411111843255268619,1
22,4,67973341728405745877955802400063388440,1
22,5,8793999552557155604321924629902250256,1
22,6,133573458271868791600696305253537863452,1
22,7,87916598072482448595370390209251225636,1
22,8,37222277367591699679093387927853961324,1
22,9,67954463212358334420160457873155065209,1
23,0,15062873678335617112342905199784692855,1
23,1,202475683365852365524674382999594645672,1
23,2,112938416936370223341819271718523340873,1
23,3,85474831162848188137746410706497656173,1
23,4,291987504395997038708843893331825003546,1
23,5,317326416934684452837349309827331190083,1
23,6,296500512396268994596263346707138521477,1
23,7,91660811044236081789894116617333386121,1
23,8,309915101739894535225958231409227882223,1
23,9,169077227246287750565720408025808597753,1
24,0,26388696755484043659843598533874355180,1
24,1,54799826923292636807321103877385464429,1
24,2,268279933583028236902421270816589734565,1
24,3,257026122552776982091017178451924618193,1
24,4,280216009762421883567273373932100598900,1
24,5,48631823226827227776274269104029173804,1
24,6,146864889574262615947367223287270261739,1
24,7,133783487983693963200834080331104049070,1
24,8,48966956571224791907890189647562636727,1
24,9,119866243633892700745007145317221083477,1
25,0,8468319860016420477040350985250808015,1
25,1,134924283027847497549758874487626303253,1
25,2,212882563505105571726606426785652319782,1
25,3,160892026747532066957438993263402479599,1
25,4,134036268314090469112480007608476483002,1
25,5,285126197101327825777763963649305956017,1
25,6,154225593713356803947589037717031441753,1
25,7,86088039460669720114621002750138906115,1
25,8,277535605356164295455167745898657248236,1
25,9,110098670010315844214164847458753051829,1
26,0,173780143382847303877616530118837843211,1
26,1,181348862650587883781076866774205983584,1
26,2,157304437467875223765594710409614485646,1
26,3,209969413008145838488607016379625974720,1
26,4,238087180956577402195209143286783097496,1
26,5,221385249961215801159878556245288512486,1
26,6,24940196916808459736187345966158765710,1
26,7,100878320571926746188808150046645123613,1
26,8,6198401332615176566202738774329922047,1
26,9,87718332855263490339381470387553440798,1
27,0,317613980226938605115600454159939042301,1
27,1,130263122962918079300872521194277127154,1
27,2,175497830244632321520698212843629044799,1
27,3,11509683213253166266277549141054375719,1
27,4,270399565186202974585401671873223035975,1
27,5,115181556564368942153398202967372111644,1
27,6,182827833631089477893502780448076924001,1
27,7,317177270209137914559081765943248534193,1
27,8,181945730245945581187198863954489619186,1
27,9,111814852681639111781390488189825750009,1
28,0,323776585705614277694239230315567096689,1
28,1,179801052287042142178895905177098820247,1
28,2,120430750791539922606515196229272821256,1
28,3,113035737737305948119728062845007563676,1
28,4,253121293075411449112723455115205923188,1
28,5,108392818017716171717621718236292101693,1
28,6,53953487908329798463621644558409901251,1
28,7,195629970546046288243160931566860424101,1
28,8,38175993473379830884129864134801818377,1
28,9,136887009532643114715491914010495306880,1
29,0,25967720981175919271475672879531016678,1
29,1,208288849805288876952603200005109015830,1
29,2,232416223857627590301921052810160653821,1
29,3,308053374753198574912616410723091535907,1
29,4,28094022736930034501523109735783409931,1
29,5,185465096714516429792359653960825344563,1
29,6,220598955290242643716159785447978192063,1
29,7,240919164501725878995903871007681842377,1
29,8,53362361733819636445243060995100272368,1
29,9,120251119966107238878999688174735816887,1
30,0,82390731563348185618765130253699719850,1
30,1,169260025582684341188568566230245239804,1
30,2,7810527895054511302057062794020285585,1
30,3,44703051529039783062044519672038379640,1
30,4,52694330308247370771897330679623238831,1
30,5,149577970858050788167233179390996657704,1
30,6,253847466699428406831342355734708420267,1
30,7,206676457217100758135636704394730950810,1
30,8,202540873369671557352447803473704319350,1
30,9,72133293808418765553747768452093603799,1
31,0,17837339696859377207908002241765023249,1
31,1,295589479036110335084397714696315024305,1
31,2,110957207026682098372748532212435801467,1
31,3,94535716140798264011737726801108712855,1
31,4,269972240771182260469477297487924727654,1
31,5,187799788647085989479440264392904845236,1
31,6,252154177248671575703950346139610309493,1
31,7,291099524282945471963694802661240992664,1
31,8,211758850660121520483533638442757380954,1
31,9,91612101309197101036794830230390983605,1
32,0,110659758864362310889401147688460596230,1
32,1,81102956663614333308246078751523772282,1
32,2,310612718285257717757057351700257768352,1
32,3,251256718755741849721358615889091713934,1
32,4,180452777878556085909489166751765338304,1
32,5,76842929095111657426012595803684554806,1
32,6,141427385560334688534388859305649111648,1
32,7,262516116758746318830595358524414752450,1
32,8,261515029316497775852993758008739392623,1
32,9,226036861384930772764338463298795858354,1
33,0,215936564858483306355644374011116322951,1
33,1,14358225117627325381824429053645464371,1
33,2,135647782073115979515046234424419419228,1
33,3,306166209934911139850894242063215935632,1
33,4,102212024762625397859200138956177380609,1
33,5,154854614641564388667643120585955889265,1
33,6,130012688541751950115665022157394364206,1
33,7,222139717119566713416183488630092532718,1
33,8,53224521467627657008676024569555673406,1
33,9,317804402305633714004908918103863678870,1
34,0,7603114622141265011940509659792562915,1
34,1,290040385091427505907406569112951856668,1
34,2,296294673663802599224654792375739597104,1
34,3,209544903295327869842140450635061695091,1
34,4,53465712085065742530141685680917151097,1
34,5,40352403237695805628645979018889355019,1
34,6,139761896918548942805238724148784610865,1
34,7,234365886795151494486293509449143025894,1
34,8,191005364354229957471172623694814759813,1
34,9,229577585738772343066825657030881482668,1
35,0,294477594062879322092201788483407294658,1
35,1,100361531517952321002966480411409517721,1
35,2,298675075638288881169590395063073542678,1
35,3,85242084392232738979038240333638169139,1
35,4,107076257852817224330193816953784561327,1
35,5,164961746614909528713042260087440342841,1
35,6,93754586092449497565093235198077238215,1
35,7,10005998376814339689557359549921740978,1
35,8,145012875467196137997536134665775440004,1
35,9,260963591088888935607063243037407555038,1
36,0,16162978093653252755588872422733641329,1
36,1,71678873618784704069091460375946317714,1
36,2,301833312388463929275745256309570584982,1
36,3,194809310453383806850305223055621356404,1
36,4,284310751067538900060324374255589287344,1
36,5,210425751629294284976721264968002010929,1
36,6,227768167246568453374318812731105749606,1
36,7,47025404958175039188603746573430831844,1
36,8,192433144375027140165555228879612377873,1
36,9,208894354788045734105715314318780440548,1
37,0,45986835430268818642607432808157807956,1
37,1,18415372089595045606654783825452949585,1
37,2,312710780813195179839076841779355371574,1
37,3,321403230147017596077128152948063532553,1
37,4,128530519706494411785357688831769504273,1
37,5,274262362190952874245586917940429207259,1
37,6,148651791056311651733728620962677150756,1
37,7,313343545764962425857122091142675694823,1
37,8,176752471149925039640962528535773162786,1
37,9,214344177972341191629657540729360766347,1
38,0,68350963575477205652812738040024888444,1
38,1,89834502365974245021257063674960637652,1
38,2,4890935771371844636846504880537712609,1
38,3,79394609653784353001726526970957118165,1
38,4,335854189430640160924275263245980440022,1
38,5,121637124871086447994342335266544001451,1
38,6,237967850332433099633504914740265509131,1
38,7,101971608000977628849829090342631379307,1
38,8,4890476214360602498330575475141863133,1
38,9,4372104268123588635533669010483167628,1
39,0,178173831257320691525213360942584560844,1
39,1,171299290224081409771645772066230320785,1
39,2,273283428705885205297893127320273734510,1
39,3,301565999421618654715394595880681024156,1
39,4,200398674418194694334569218729709879629,1
39,5,156505919343428188425747771329373958741,1
39,6,328877117105543460101056617334702187340,1
39,7,156900417445906120903744255759515226013,1
39,8,245415087853153060815389578510941769265,1
39,9,277655417887534808647063452540643763886,1
40,0,20329369379612513096570062002220001432,1
40,1,258161716438213624418674589343234609944,1
40,2,2673835800777858680493968002876569180,1
40,3,147521273670202318891120668121297819432,1
40,4,309815068426964531827242078296696306917,1
40,5,318644568585225596620669454576145415721,1
40,6,229718222378291753698133574417745152256,1
40,7,227413742178521111930754507037859491257,1
40,8,330535277776758006321190977184033895132,1
40,9,188802902350259921210697555368924770541,1
41,0,194261496497319123680222849022248929763,1
41,1,212610920639815758447199350089829104806,1
41,2,77027650544343321364324035914646906098,1
41,3,293846625686894628576200606389054247403,1
41,4,264401387296481359799348298197457224860,1
41,5,162128700991205730124226126746993198044,1
41,6,257340721570901581426967983264091511869,1
41,7,226327933922420841421219980685568910711,1
41,8,211915954393118326462412774549188212964,1
41,9,97724511250845330598808388295113786437,1
42,0,10799539508818147369797613162950225834,1
42,1,47768141320318993609584155262170304181,1
42,2,128236684768556245855344810231629890165,1
42,3,161599004595302832582620440800128699701,1
42,4,14672612260146983612262002301281932765,1
42,5,2213865710370107898308443541029553140,1
42,6,275552429947520384888161641929607305265,1
42,7,116704821241867818826181389193761234896,1
42,8,294431179615792101239460590745290633373,1
42,9,96493042469395633858791866066596013735,1
43,0,87856706382256135980769213680031798303,1
43,1,306830612140465488237933885515203535503,1
43,2,73725925351160409513935513978186841146,1
43,3,236818918281854905671771925071517942553,1
43,4,73003739442000691065234928004201994229,1
43,5,310479901517675158981797783944830571690,1
43,6,56839044730727881321421140542142181519,1
43,7,320552865884084445441035962805425226079,1
43,8,312902828873610979572881740877549786869,1
43,9,331525970323271246759714416078050832186,1
44,0,66069449967506078359329444705612471491,1
44,1,231555068270580778446141637867626948294,1
44,2,131871041008692810309025557064741815265,1
44,3,35817094719213272570168291102061591957,1
44,4,7646273619426224401294279828372053293,1
44,5,25950747997594862694415211765765609485,1
44,6,265233045136433851891429448764022259858,1
44,7,179203534362404669236380298466098882179,1
44,8,89089104754435149310765758377498277125,1
44,9,87395259669639983207941694082993448477,1
45,0,332876449461936482554647982100274838023,1
45,1,207640170816934861970075981209113763206,1
45,2,286094243974530718465554205047379470786,1
45,3,110130787926289812610017878797914594208,1
45,4,254511156674954013042289691135598068655,1
45,5,77630966915197955955674618258481530851,1
45,6,70402853923667825177094577109923019176,1
45,7,303573265471380780930720646007538701804,1
45,8,254289470825293723400657172639080601735,1
45,9,54233170281082400198439441608677864803,1
46,0,163703301984449357696092717131875285369,1
46,1,308582945015258264880318032088077971834,1
46,2,227528624233927341360402099746783893401,1
46,3,267630823477844845169065580067174729389,1
46,4,216787122676373884775746946301005423199,1
46,5,306520716826321841246572845266307301859,1
46,6,262181045008036996954350612798372872222,1
46,7,230391903823521549586759690038285355612,1
46,8,291927228269630228671817272211299209814,1
46,9,287476943995271478197773167611055894323,1
47,0,169793302689943127609368751520323546480,1
47,1,312482649491174766838511779219385463686,1
47,2,187591512639779761798306367125458600614,1
47,3,176535309585846373481690124348791990905,1
47,4,245695686849838940252044491844872375520,1
47,5,26837197943232990254850715498842339881,1
47,6,133104130968270891894978713581892895931,1
47,7,329815589862193465019909655389371632666,1
47,8,34159021293059277076571190060449771026,1
47,9,269803846051397579205604884628642123391,1
48,0,321715238706572911272046869490721671461,1
48,1,215503504249036786907699491191226742030,1
48,2,209887587503964134862941114684606842856,1
48,3,36538684865072824731323091325346388189,1
48,4,153228623279359594813558627351994717340,1
48,5,117043168419691578069291244101137357378,1
48,6,2292251375728845348102836965099508757,1
48,7,321651306405760574983530363484081823107,1
48,8,39402492767632611250671623305841296128,1
48,9,94202728629796070594299401173701780851,1
49,0,298180558020191713443064180541888380995,1
49,1,57742905886104551987291355012065165361,1
49,2,316713470479015760686789269273532468484,1
49,3,216087647069318940883824687236231488608,1
49,4,75222534764655150676800999132659765252,1
49,5,173674603572890807992741854366912960024,1
49,6,132328979802527826201003813120982858121,1
49,7,91992754573303820069831996858969775069,1
49,8,331451154500869122891803435959028680429,1
49,9,71448372328144239761406281088851572730,1
50,0,256445611877704687913097838027894913486,1
50,1,310633905482501322673829145511717435467,1
50,2,46516302192288749519020366562081909322,1
50,3,327152489860997079466563488418806068541,1
50,4,268212208837104478333655814057943906394,1
50,5,283567456562925669637115044165632073081,1
50,6,324724911791614942550558837838218434737,1
50,7,161864843218752748176319024389049729766,1
50,8,13158537900191146990194958307449484501,1
50,9,325836562089640784172521785041563969475,1
51,0,11345652250203750019095934707895328795,1
51,1,331850389278323578688920989840674361348,1
51,2,251789121538564820370284505944803186465,1
51,3,309656203305695710709284973794261907841,1
51,4,42872666277527366001793804029604442989,1
51,5,102123541002536998858435615110253673648,1
51,6,312266409094125221235789279942154117335,1
51,7,23984346518419717079519019746835009786,1
51,8,163842024627966067162907332051985181602,1
51,9,9220363601661469278076893072635098783,1
52,0,105629704856911248630669765241721311801,1
52,1,286754489636251872839880182040064855757,1
52,2,25444029675669286303806942009066699851,1
52,3,50521667589588053098884199274733570178,1
52,4,317068796345222579254097723638436200931,1
52,5,85342804036090579591631555948848228996,1
52,6,116656085844258938847200107620194043615,1
52,7,64554087107640219694389507113027237446,1
52,8,21895533418720608206537453284679579892,1
52,9,125099947206571461990528782597165260581,1
53,0,113088481976893571210447366261737895896,1
53,1,160845320058979398370952557512219297816,1
53,2,259765432984220675781137706379305896080,1
53,3,145737677793099356870443187909283605725,1
53,4,307579333589488636581527322358109152026,1
53,5,278017742908345300321561029394363125485,1
53,6,32471575300651349815553912129683882303,1
53,7,258726388963628783660026327244260709933,1
53,8,191543210527995749425094843245304637220,1
53,9,254135533193315878890262600335866617829,1
54,0,187298310418848706406619483270558343066,1
54,1,172536530908023479682358178955090717490,1
54,2,207813477503004618669314608162415173569,1
54,3,171367737801310548021854588308996948556,1
54,4,325144074271572389842135726360041290237,1
54,5,74933667924721369912721550180855628144,1
54,6,121369498063607098632606877847307364366,1
54,7,198596075272058394863760903609241476031,1
54,8,125639871827775159574722476733920486993,1
54,9,166526739404164540860188075635149861887,1
55,0,49606540080691295166910083109916969026,1
55,1,255832190669154875578006672787487502878,1
55,2,253034927431738045496285025065810782400,1
55,3,273375095628604681993494371939009830739,1
55,4,96098470244293260882435579133775361417,1
55,5,68631966612469241429999200288935421428,1
55,6,229159947293832315905514620015946489870,1
55,7,14716992160008323203048017181533465200,1
55,8,307346933101923472204539033168222447780,1
55,9,199364386164954208381671078407935534176,1
56,0,339632167928919671709600240641881312362,1
56,1,192244411803125846683254555760803548619,1
56,2,239954319047451616867696044026912687605,1
56,3,315797912901446159164955100284206667487,1
56,4,285103651351859359495483513404716965907,1
56,5,134882600423209861381887643395025639390,1
56,6,288871762278412661171245750587890436204,1
56,7,243715947844309144715918095237032625469,1
56,8,283953720137504004093655166806985886640,1
56,9,297316610661339034482505741328618100063,1
57,0,254751720847422421555726482793382125594,1
57,1,155557367796614927189891558807244793147,1
57,2,195481276557798976793394124001463773909,1
57,3,297947289799764947730632525960098287893,1
57,4,9356492682649569010556056084050872593,1
57,5,214577529224101397247216326747469849497,1
57,6,36976718284187703695898328987534160212,1
57,7,258882038507129886905537216490176320374,1
57,8,277972381208579702027905493584934218202,1
57,9,94586281456820423776432529124681753633,1
58,0,42162074780501113008555864772391090342,1
58,1,232921230258776953195877477316211592501,1
58,2,161126036515876256900991246190226615424,1
58,3,164187188170972606912731092467281718956,1
58,4,145303028134554681726025727290466672567,1
58,5,257512721121920425651152067435216022601,1
58,6,230982529864656845704922416098800476194,1
58,7,51615975891448340003993125419755508119,1
58,8,200864102288660945601001027386600044584,1
58,9,234721190622531825269456495013699315544,1
59,0,25743719146262763284093786276872707993,1
59,1,230649316639526758876827539144880692923,1
59,2,258825295385258332458106188956353380886,1
59,3,83487986870282180291785198397548815459,1
59,4,298317819803743879943923101151975694092,1
59,5,276443578318982925740723263119169281828,1
59,6,58961704826561986600045056628386292448,1
59,7,247650006426599563112267386738279704790,1
59,8,59264988176027294885135363180652755417,1
59,9,87312767847520046152906266364140583207,1
60,0,310709050392943918888825723934660055987,1
60,1,210474806841848725098217998540388722224,1
60,2,306265793855235617444268368459357931747,1
60,3,165551741824110293863667724441998241522,1
60,4,305593434740398215577206300855764037631,1
60,5,74279973617264637789620179860905707013,1
60,6,299839129251435845802834797275024216620,1
60,7,313205585535520526175610614468672482049,1
60,8,311413395071039574611734288911185249005,1
60,9,303372854433565739758013451231303465931,1
61,0,324133779398548437261654511681252093136,1
61,1,234692727276695224308479810056134905729,1
61,2,7414326382287683667428769569039020907,1
61,3,184832328643738694041397002331653607608,1
61,4,166356373758094674770381906262968026760,1
61,5,302340972277291640748540458365600026004,1
61,6,127542546576853248564941312855941216845,1
61,7,312862864668212743926094022345194259992,1
61,8,131080692517339982108938129652252105359,1
61,9,308364852000299392859092629028462900049,1
62,0,61303408928136085337100961643788470724,1
62,1,101868669067894408475348784042148783818,1
62,2,11506129272876632989336804617480481326,1
62,3,126603696565349516234318405132837862219,1
62,4,261535084356828178924384863068923344712,1
62,5,208714106841820458320181504508147525851,1
62,6,206034395084979634562219838410636368622,1
62,7,130824993636985156475253122870966289696,1
62,8,52479872434608052506755415291091149945,1
62,9,107265428382524586167103687023667634228,1
63,0,10099472012099969414355901884848101539,1
63,1,275416321346733141163697654111299311192,1
63,2,340000381241294315100732745539243196172,1
63,3,148610420455868455690328495944142399232,1
63,4,261121995614518005411379786415468113307,1
63,5,207029554531709026788792357512980259668,1
63,6,112390824401772386326670829644473614762,1
63,7,154141710491410876312948722973493866161,1
63,8,229994543969552348519773263320606143569,1
63,9,211491402768658569947550336515341566113,1
64,0,79270958055143462134526339126964335120,1
64,1,141437912301881516526197980625483220675,1
64,2,215825078936324437600935733629867244435,1
64,3,144504562488754170145133318394570448003,1
64,4,241906209831963911856325677477582603462,1
64,5,123521736735417525630067951083535813422,1
64,6,253368009309029469908896458681610417718,1
64,7,96915269354100969932893838710741309752,1
64,8,100071456095483016918723924001976194544,1
64,9,3721437322561277227050706189264393681,1
65,0,226603222857243698375575748501240314720,1
65,1,316427220836350997037936460975188034253,1
65,2,160228574813695357994801835419034222118,1
65,3,229035841736090412821953953604232032630,1
65,4,21981918968349403925807270412650077352,1
65,5,249855048757824246771267836748351038683,1
65,6,177086115069932714143053814076611163926,1
65,7,191120082432548791517681766974834958099,1
65,8,85225356627093273286806948872213935132,1
65,9,79645680781387378687544735724011451701,1
66,0,215290055394090654712636060007642546744,1
66,1,15485753180171845044785167988847814532,1
66,2,104567049660183439219612936364866723507,1
66,3,213082688660257465318601175669608553354,1
66,4,108791299236785718127181307813675822965,1
66,5,261504209178884061834461885479244820527,1
66,6,186583373970987773218017544382359579821,1
66,7,270524699840372559762760838965383329067,1
66,8,101670508392755215540436061189257615913,1
66,9,75052759426439776774657802839173352705,1
67,0,296122415551262536304939408692198743585,1
67,1,65338232790592904566534972814168815596,1
67,2,252161566885727194455663748006873739936,1
67,3,203771703977926131808285145421382257394,1
67,4,114345165848844894228870171857042898693,1
67,5,174098422900442585007917300455172613994,1
67,6,314097463268212685284937045314120931560,1
67,7,242398733894685045091039437966844478495,1
67,8,196128536185718832407490898009057692631,1
67,9,217704155945622235059520792363346773862,1
68,0,46135659052559581787467790135100824997,1
68,1,49043844401877684457934827383115002004,1
68,2,37118381346486476970008340075163165326,1
68,3,333394037477679877561186593248571609349,1
68,4,280900181298113440246561576992882742439,1
68,5,212366234569589596830667598720773620155,1
68,6,62977826771327597101315059438293179842,1
68,7,140145112927312078170543362732907070197,1
68,8,242115492139505692406259662785434053985,1
68,9,193775708262564917675635738196859721018,1
69,0,85259575618032975384069626056580696128,1
69,1,256768920813391235061806904877989466272,1
69,2,279998978610392403004221559333902831976,1
69,3,329211221003654710874127932875980709162,1
69,4,307730325125065221379691401734548974350,1
69,5,90068476489676777440408575073507270802,1
69,6,49690870056296364948628134385035386424,1
69,7,81827282518145064603795837037550791881,1
